date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:43:46	61752/61752	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Apr%202018%2013:43:42%20GMT	http://ebon.vn//thuong-hieu/marlboro-classics-m196/?price=5	C:/My%20Web%20Sites/quanao/ebon.vn/thuong-hieu/marlboro-classics-m196/index0cf2.html	(from http://ebon.vn/thuong-hieu/marlboro-classics-m196/)
06:43:47	61707/61707	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Apr%202018%2013:43:44%20GMT	http://ebon.vn//thuong-hieu/marlboro-classics-m196/?price=7	C:/My%20Web%20Sites/quanao/ebon.vn/thuong-hieu/marlboro-classics-m196/indexcba4.html	(from http://ebon.vn/thuong-hieu/marlboro-classics-m196/)
06:43:48	111413/111413	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Apr%202018%2013:43:44%20GMT	http://ebon.vn/vi-cam-tay-cho-nam-cao-cap-mont-blanc-v1021/5159.html	C:/My%20Web%20Sites/quanao/ebon.vn/vi-cam-tay-cho-nam-cao-cap-mont-blanc-v1021/5159.html	(from http://ebon.vn/thuong-hieu/mont-blanc-m105/)
06:43:49	62738/62738	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Apr%202018%2013:43:44%20GMT	http://ebon.vn//thuong-hieu/marlboro-classics-m196/?order=3	C:/My%20Web%20Sites/quanao/ebon.vn/thuong-hieu/marlboro-classics-m196/indexf7a5.html	(from http://ebon.vn/thuong-hieu/marlboro-classics-m196/)
06:43:50	62738/62738	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Apr%202018%2013:43:45%20GMT	http://ebon.vn//thuong-hieu/marlboro-classics-m196/?order=4	C:/My%20Web%20Sites/quanao/ebon.vn/thuong-hieu/marlboro-classics-m196/indexef36.html	(from http://ebon.vn/thuong-hieu/marlboro-classics-m196/)
06:43:50	66117/66117	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Apr%202018%2013:43:45%20GMT	http://ebon.vn//thuong-hieu/mont-blanc-m105/?price=1	C:/My%20Web%20Sites/quanao/ebon.vn/thuong-hieu/mont-blanc-m105/indexfe80.html	(from http://ebon.vn/thuong-hieu/mont-blanc-m105/)
06:43:51	66142/66142	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Apr%202018%2013:43:46%20GMT	http://ebon.vn//thuong-hieu/mont-blanc-m105/?price=2	C:/My%20Web%20Sites/quanao/ebon.vn/thuong-hieu/mont-blanc-m105/index5c3b.html	(from http://ebon.vn/thuong-hieu/mont-blanc-m105/)
06:43:51	66142/66142	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Apr%202018%2013:43:47%20GMT	http://ebon.vn//thuong-hieu/mont-blanc-m105/?price=3	C:/My%20Web%20Sites/quanao/ebon.vn/thuong-hieu/mont-blanc-m105/indexbdc3.html	(from http://ebon.vn/thuong-hieu/mont-blanc-m105/)
06:43:52	66142/66142	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Apr%202018%2013:43:48%20GMT	http://ebon.vn//thuong-hieu/mont-blanc-m105/?price=4	C:/My%20Web%20Sites/quanao/ebon.vn/thuong-hieu/mont-blanc-m105/index435d.html	(from http://ebon.vn/thuong-hieu/mont-blanc-m105/)
06:43:53	71505/71505	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Apr%202018%2013:43:49%20GMT	http://ebon.vn//thuong-hieu/mont-blanc-m105/?price=5	C:/My%20Web%20Sites/quanao/ebon.vn/thuong-hieu/mont-blanc-m105/index0cf2.html	(from http://ebon.vn/thuong-hieu/mont-blanc-m105/)
06:43:54	66137/66137	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Apr%202018%2013:43:51%20GMT	http://ebon.vn//thuong-hieu/mont-blanc-m105/?price=6	C:/My%20Web%20Sites/quanao/ebon.vn/thuong-hieu/mont-blanc-m105/index2e29.html	(from http://ebon.vn/thuong-hieu/mont-blanc-m105/)
06:43:54	103469/103469	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Apr%202018%2013:43:51%20GMT	http://ebon.vn/vi-da-nam-mont-blanc-cao-cap-v883/3959.html	C:/My%20Web%20Sites/quanao/ebon.vn/vi-da-nam-mont-blanc-cao-cap-v883/3959.html	(from http://ebon.vn/thuong-hieu/mont-blanc-m105/)
06:43:55	66097/66097	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Apr%202018%2013:43:52%20GMT	http://ebon.vn//thuong-hieu/mont-blanc-m105/?price=7	C:/My%20Web%20Sites/quanao/ebon.vn/thuong-hieu/mont-blanc-m105/indexcba4.html	(from http://ebon.vn/thuong-hieu/mont-blanc-m105/)
06:43:57	24113/24113	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Sep%202017%2010:09:28%20GMT	http://ebon.vn/data/product/82/45/61/small/vi-cam-tay-cho-nam-cao-cap-mont-blanc-v1021-1506679767-19.jpg	C:/My%20Web%20Sites/quanao/ebon.vn/data/product/82/45/61/small/vi-cam-tay-cho-nam-cao-cap-mont-blanc-v1021-1506679767-19.jpg	(from http://ebon.vn/thuong-hieu/mont-blanc-m105/)
06:43:57	23879/23879	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Sep%202017%2010:09:40%20GMT	http://ebon.vn/data/product/14/44/78/small/vi-cam-tay-cho-nam-cao-cap-mont-blanc-v1021-1506679769-276.jpg	C:/My%20Web%20Sites/quanao/ebon.vn/data/product/14/44/78/small/vi-cam-tay-cho-nam-cao-cap-mont-blanc-v1021-1506679769-276.jpg	(from http://ebon.vn/thuong-hieu/mont-blanc-m105/)
06:43:57	21454/21454	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Sep%202017%2010:09:41%20GMT	http://ebon.vn/data/product/8/15/96/small/vi-cam-tay-cho-nam-cao-cap-mont-blanc-v1021-1506679770-222.jpg	C:/My%20Web%20Sites/quanao/ebon.vn/data/product/8/15/96/small/vi-cam-tay-cho-nam-cao-cap-mont-blanc-v1021-1506679770-222.jpg	(from http://ebon.vn/thuong-hieu/mont-blanc-m105/)
06:43:57	71338/71338	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Apr%202018%2013:43:55%20GMT	http://ebon.vn//thuong-hieu/mont-blanc-m105/?order=3	C:/My%20Web%20Sites/quanao/ebon.vn/thuong-hieu/mont-blanc-m105/indexf7a5.html	(from http://ebon.vn/thuong-hieu/mont-blanc-m105/)
06:43:58	99784/99784	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Apr%202018%2013:43:55%20GMT	http://ebon.vn/vi-da-cam-tay-cao-cap-cho-nam-mont-blanc-v994/4880.html	C:/My%20Web%20Sites/quanao/ebon.vn/vi-da-cam-tay-cao-cap-cho-nam-mont-blanc-v994/4880.html	(from http://ebon.vn/thuong-hieu/mont-blanc-m105/)
06:43:59	71338/71338	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Apr%202018%2013:43:55%20GMT	http://ebon.vn//thuong-hieu/mont-blanc-m105/?order=4	C:/My%20Web%20Sites/quanao/ebon.vn/thuong-hieu/mont-blanc-m105/indexef36.html	(from http://ebon.vn/thuong-hieu/mont-blanc-m105/)
06:44:00	18106/18106	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20May%202015%2003:46:37%20GMT	http://ebon.vn/data/product/2/40/40/small/vi-da-nam-mont-blanc-cao-cap-v883-1432266397-11.jpg	C:/My%20Web%20Sites/quanao/ebon.vn/data/product/2/40/40/small/vi-da-nam-mont-blanc-cao-cap-v883-1432266397-11.jpg	(from http://ebon.vn/thuong-hieu/mont-blanc-m105/)
